id,actual_answer,split,question,choice_A,choice_B,choice_C,choice_D
VASoL_2009_3_35,D,train,یک تی‌شرت قدیمی می‌تواند به تکه‌های کوچکتر پاره شده و به عنوان دستمال استفاده شود. یک قوطی شیر خالی می‌تواند برای آبیاری گیاهان خانگی استفاده شود. هر دو این‌ها نمونه‌هایی از چگونگی هستند که,صرفه‌جویی در آب منابع آینده را حفظ می‌کند,استفاده از مواد قدیمی می‌تواند هزینه‌بر باشد,گیاهان برای سالم ماندن به آب نیاز دارند,مواد روزمره می‌توانند دوباره استفاده شوند
VASoL_2008_3_17,B,train,یک مکعب یخ که در نور خورشید قرار می‌گیرد به سرعت ذوب می‌شود. کدام گزینه بهترین توضیح برای این رویداد است؟,الف) خورشید دور است.,ب) خورشید گرما تولید می‌کند.,ج) مکعب یخ یک جامد است.,د) مکعب یخ شفاف به نظر می‌رسد.
Mercury_7238980,B,train,"یک خط موی ""نوحه‌خوان"" در انسان‌ها توسط آلیل غالب W کدگذاری می‌شود. یک خط موی صاف توسط آلیل مغلوب w کدگذاری می‌شود. مردی که دارای هوموزیگوت غالب WW است، با زنی که دارای هتروزیگوت غالب Ww برای این صفت است، زایگوتی تولید می‌کند. چه ترکیب‌های آلیلی می‌تواند در زایگوت رخ دهد؟",WW یا ww,WW یا Ww,فقط WW,فقط Ww
Mercury_414133,D,train,کدام یک از این‌ها هرگز در سلول‌های پروکاریوتی پیدا نمی‌شود؟,غشای سلولی,ریبوزوم,دیواره سلولی,هسته
NCEOGA2013_8_50,B,train,زمین‌لرزه‌ها به دانشمندان درباره تاریخ سیاره چه می‌گویند؟,الف) آب و هوای زمین دائماً در حال تغییر است.,ب) قاره‌های زمین به طور مداوم در حال حرکت هستند.,ج) دایناسورها حدود ۶۵ میلیون سال پیش منقرض شدند.,د) اقیانوس‌ها امروز بسیار عمیق‌تر از میلیون‌ها سال پیش هستند.
TIMSS_1995_8_I17,B,train,منبع انرژی برای چرخه آب زمین چیست؟,باد,تابش خورشید,تابش زمین,گرانش خورشید
MDSA_2009_4_30,A,train,ستاره‌ها در الگوهای خاصی به نام صورت‌های فلکی سازماندهی شده‌اند. یک صورت فلکی به نام لئو نامیده می‌شود. کدام جمله بهترین توضیح را برای دلیل تغییر موقعیت لئو در مناطق مختلف آسمان در طول سال ارائه می‌دهد؟,زمین به دور خورشید می‌چرخد.,خورشید به دور زمین می‌چرخد.,صورت‌های فلکی به دور زمین می‌چرخند.,زمین به دور صورت‌های فلکی می‌چرخد.
Mercury_SC_402625,C,train,زمانی که یک آینه در کنار یک تنگ ماهی که یک ماهی بتا درون آن شنا می‌کند قرار می‌گیرد، ماهی بتا چیزی را می‌بیند که به نظر می‌رسد یک ماهی دیگر است. این پدیده به دلیل چیست؟,جذب.,شکست نور.,بازتاب.,پراش.
Mercury_7068530,C,train,کدام فرآیند زمین‌شناسی احتمالاً منجر به بالا آوردن کوه‌های راکی شده است؟,یخچال‌سازی,سیلاب,شکستگی,فرسایش
AKDE&ED_2012_4_17,B,train,پس از مشاهده چندین سگ در حال دویدن، دانش‌آموزان سوال زیر را مطرح می‌کنند: آیا سگ‌های با موی بلند سریع‌تر از سگ‌های با موی کوتاه می‌دوند؟ دانش‌آموزان می‌توانند به بهترین شکل به سوال خود پاسخ دهند؟,وزن و قد بسیاری از سگ‌ها را ثبت کنند,سرعت‌ها و طول موی بسیاری از سگ‌ها را اندازه‌گیری کنند,تحقیقی انجام دهند تا نوع سگی که بلندترین موها را دارد پیدا کنند,یک سگ با موی بلند را در برابر یک سگ با موی کوتاه مسابقه دهند
Mercury_7044048,B,train,کدام عامل می‌تواند میزان دی‌اکسید گوگرد در هوا را افزایش دهد؟,استفاده بیش از حد از کودها در مزارع کشاورزی,عملکرد نیروگاه‌های تولید برق با سوخت زغال‌سنگ,یک روز گرم تابستانی,باران بیش از حد
Mercury_7211103,B,train,کدام بیانیه اثر مضر clearing جنگل‌های بارانی برای زمین‌های کشاورزی را توصیف می‌کند؟,زمینی بیشتری برای کشاورزان محلی در دسترس می‌گذارد,زیستگاه ارزشمندی برای گونه‌های محلی را حذف می‌کند,سطوح آب‌های زیرزمینی محلی را افزایش می‌دهد,درآمدی برای ساکنان محلی تأمین می‌کند
MCAS_2004_8_36,B,train,یک جوی آب در حال حرکت دارای دمای ۱۸ درجه سانتی‌گراد است. قوطی‌های نوشیدنی گازدار در دمای ۲۸ درجه سانتی‌گرادی به داخل جوی آب پایین می‌آیند. کدام یک از موارد زیر به احتمال زیاد اتفاق خواهد افتاد؟,قوطی‌های نوشیدنی گازدار انرژی سرد را از آب جوی آب جذب خواهند کرد.,قوطی‌ها خنک می‌شوند تا دمای آن‌ها با دمای جوی آب یکسان شود.,دمای نوشیدنی‌های گازدار تغییر نخواهد کرد زیرا قوطی‌ها مهر و موم شده‌اند.,دمای قوطی‌ها به صفر درجه می‌رسد به شرطی که جوی آب در حال حرکت باشد.
NCEOGA_2013_8_55,B,train,در یک هرم غذایی، کدام یک بهترین توضیح را برای کاهش تعداد ارگانیسم‌ها از یک سطح تروفیک به سطح بعدی می‌دهد؟,مصرف‌کنندگان در سطح پایین به انرژی بیشتری نسبت به مصرف‌کنندگان در سطح بالا نیاز دارند.,مصرف‌کنندگان در سطح بالا به انرژی بیشتری نسبت به مصرف‌کنندگان در سطح پایین نیاز دارند.,مصرف‌کنندگان روی ارگانیسم‌های بزرگتر که انرژی کمتری دارند تغذیه می‌کنند.,مصرف‌کنندگان روی ارگانیسم‌های کوچکتر که انرژی کمتری دارند تغذیه می‌کنند.
Mercury_7228375,C,train,سوال: دانش‌آموزانی که در حال مطالعه غشاها بودند، آزمایشی را با استفاده از لیوان‌های کاغذی حاوی غلظت‌های مختلف رنگ خوراکی قرمز انجام دادند. پس از آزمایش، لیوان‌ها خالی و لکه‌دار شدند. باید با لیوان‌های استفاده شده چه کرد؟,لیوان‌ها را دوباره استفاده کنید,لیوان‌ها را دور بریزید,لیوان‌ها را بازیافت کنید,لیوان‌ها را دوباره برچسب‌گذاری کنید
MCAS_1998_8_8,B,train,سؤال: بسیاری از ابزارهای دستی رایج با استفاده از اصول پایه‌ای که در ماشین‌های ساده یافت می‌شود، یک مزیت مکانیکی ایجاد می‌کنند. به عنوان مثال، یک پیچ‌گوشتی از اصول چرخ و محور استفاده می‌کند. برای افزایش نیروی چنگ زنی، انبر از اصلی که در آن نشان داده شده است استفاده می‌کند.,الف) قرقره.,ب) اهرم.,ج) تَجَند.,د) پیچ.
Mercury_7182140,D,train,تنفس سلولی منجر به تولید مولکول‌های آدنوزین تری‌فسفات (ATP) برای تأمین انرژی می‌شود. کارآمدترین فرم تنفس سلولی منجر به تولید ATP به همراه کدام مواد خواهد شد؟,اکسیژن و انرژی,گلوکز و گلیکوژن,اسید لاکتیک و الکل,گاز کربن دی‌اکسید و آب
Mercury_LBS10002,C,train,سوال: عبارات ریاضی زیر نمایانگر چهار غلظت مختلف از یک محلول شیمیایی هستند که در یک آزمایش علمی استفاده می شوند. کدام یک از نظر مقدار با ۱/۱۰۰۰ برابر است؟,۱٫۰ x ۱۰^۳,۱٫۰ x ۱۰^۴,۱٫۰ x ۱۰^-۳,۱٫۰ x ۱۰^-۴
MSA_2015_8_37,D,train,داده‌ها در جدول‌ها ممکن است به صورت نمودار نیز ارائه شوند. کدام نوع داده به بهترین شکل در یک نمودار دایره‌ای نمایش داده می‌شود؟,فاصله سیارات از خورشید,عمق‌های اقیانوس‌های بزرگ در زمین,مقدار بارش باران هر روز به مدت یک ماه,درصد مواد مختلف در زباله‌های جامد
Mercury_7200848,C,train,سوالی که در آن یک گیاه با گل‌های قرمز با همان نوع گیاه که گل‌های سفید می‌رویند، تلاقی شده است. فرزندان آن‌ها گل‌های صورتی را تولید کردند. کدام مورد به بهترین نحو توضیح می‌دهد که چرا فرزندان گل‌های صورتی رشد کردند؟,فرزندان دچار جهش ژنتیکی شدند.,فرزندان حاصل از تولید مثل غیرجنسی بودند.,ژن‌های رنگ گل نشان‌دهندهٔ تسلط ناکامل بودند.,یک ژن برای گل‌های رنگ صورتی در یکی از والدین مغلوب بود.
