id,question_stem,choice_A,choice_B,choice_C,choice_D,answerKey,fact1,humanScore,clarity,turkIdAnonymized,source
10-589,"A cat is laying outdoors in the sunlight. Suddenly, a large, dark cloud blocks the sun and the temperature drops several degrees. The cat's physical reaction to this abrupt change will most likely be",finding someone to dye them pink,involuntary body tremors and shudders,creating a new telephone system,hopping a plane to warmer climates,B,shivering is when an animal creates heat by shaking to keep the body warm,0.800000011920929,1.600000023841858,b356d338b7,train
10-590,A person is going to the woods to bag fresh venison. This person is,fishing,gardening,stalking,building,C,hunting means humans kill animals in the wild,1.0,1.2000000476837158,b356d338b7,train
10-591,A person is going to run around a circle and wants to use a stopwatch in order to _____ time,require,enjoy,find,mark,D,a stopwatch is used to measure time,1.0,2.0,b356d338b7,train
10-593,"After a week of storms, the nearby lake now has more",fish,birds,liquid,plants,C,storms cause bodies of water to increase amount of water they contain,1.0,1.7999999523162842,7189327f06,train
10-595,A dead deer was found partially eaten in a forest. How could it have been caught?,It was caught by appendages on the feet of a feline,A raccoon jumped on the deer's back and killed and ate it,It was caught by a horse's mouth,It was shot by a bear,A,claws are used to catch prey by some predators,0.800000011920929,0.800000011920929,3f32b550f3,train
10-596,Which of these is a source of heat?,ice cubes,coffee,Popsicles,ice cream,B,a hot substance is a source of heat,1.0,2.0,7c933a44d8,train
10-597,A metal sticker remains on a fridge because of,vibrations in the surface of the fridge door,a force that pulls two objects together,magic that Juggaloes are unable to explain,the entropy of the universe,B,magnetic attraction pulls two objects together,1.0,1.600000023841858,7c933a44d8,train
10-598,What happens when man moves into new environment but reproduction ceases to happen?,native species go wild,native species grow large,native species loses dwindle,native species thrive more,C,if all members of a species cannot produce offspring then that species will likely become extinct,0.800000011920929,1.2000000476837158,52dbc5c7af,train
10-599,"Large eared, small mammal preferred by bald eagles as prey",hare,dog,hawk,bear,A,eagles eat rabbits,1.0,2.0,dc78319bb0,train
10-601,The pips of a pumpkin are most commonly,flow to space,fueling trucks,seasoned and devoured,drowned alive,C,a pumpkin contains seeds,1.0,0.8299999833106995,b356d338b7,train
10-603,A body needs fiber to make healthy bowel movements and this can be absorbed by consuming,water,cheese,eggs,broccoli,D,plants are a source of fibers,0.8299999833106995,1.6699999570846558,b356d338b7,train
10-604,A person wants to take a a mode of transportation out that has two wheels so they will need to,drive,bus,cycle,run,C,a human can pedal a bicycle,1.0,1.3300000429153442,b356d338b7,train
10-606,Combining resin and glass mat with a catalyst will result in,broken glass,a mess,toxic fumes,fiberglass,D,chemical reactions cause different substances to form,0.800000011920929,0.800000011920929,dc78319bb0,train
10-608,You may be able to use solar energy to power,a garden,a bike,a coffee grinder,water pipes,C,solar energy is a renewable resource,0.800000011920929,1.0,cee82219a0,train
10-611,What is present in death at the end of the life cycle,spirits,Bacteria,God,Food,B,decomposition is when a decomposer breaks down dead organisms,1.0,1.0,cee82219a0,train
10-612,A sea creature can defend itself easily by using,hostile smiles,malicious kisses,toxic pricks,noxious caresses,C,poisonous darts are used for defense by sea anemones,1.0,1.600000023841858,b356d338b7,train
10-613,Another source of pollution may be,throwing things in the ocean,buying a new solar panel,biking instead of driving the car,using old food as compost for the plants,A,burning gasoline is a source of pollution,1.0,2.0,cee82219a0,train
10-614,Which of the following would be an example of tool use in the animal kingdom?,a wolf using its sense of smell to track down prey,a crow displacing water with rocks to get good,a giant whale filtering plankton from water,An anteater using its long tongue to catch ants,B,An example of using tools is a chimpanzee digging for insects with a stick,1.0,0.5,97e7d66d68,train
10-615,the Earth rotating on its axis causes stars to appear to move across the sky when?,sleeping hours,sun time,day,daytime,A,the Earth rotating on its axis causes stars to appear to move across the sky at night,1.0,1.2000000476837158,1e6dc77bb6,train
10-616,If two objects have the same charge then what will they do to eachother?,repel attackers,approach,pull,push away,D,if two objects have the same charge then those two materials will repel each other,0.800000011920929,1.0,1e6dc77bb6,train
10-618,A lake is unsafe for swimming because it is a bit below some farmlands that use,pesticides,water,soil,solar energy,A,runoff contains pesticides from cropland,1.0,2.0,b356d338b7,train
10-619,Some animals may use coloration for,eating,smells,love,protection,D,coloration is used to find a mate by some animals,1.0,2.0,cee82219a0,train
10-621,A moth can adjust its,age,ancestry,shape,genus,C,a moth undergoes metamorphosis,1.0,1.399999976158142,b356d338b7,train
10-622,Bananas spread their chromosomes because of,bats,apples and oranges,snakes,Jamaican singers,A,seed dispersal has a positive impact on a plant,1.0,1.2000000476837158,7c933a44d8,train
10-623,"Dairy has things in it that would make humans sick, so in order for dairy to be edible, this process has to take place",mixing,boiling,freezing,pasteurized,D,pasteurization reduces the amount of bacteria in milk,1.0,1.600000023841858,bdb4135787,train
10-624,the nervous system sends observations in the form of electrical signals to what?,cell towers,persons flesh,computers,plugs,B,the nervous system sends observations in the form of electrical signals to the rest of the body,1.0,2.0,1e6dc77bb6,train
10-626,Living things are in grave danger from,captain crunch,rainbows,raging infernos,pink teddy bears,C,fire causes harm to living things,1.0,1.0,dc78319bb0,train
10-628,"Dead organisms, like trees provide",thriving communities,families,love,heat,A,dead organisms rot,1.0,2.0,cee82219a0,train
10-630,Solar energy is adsorbed by,planted flowers under the moonlight,potted flowers in a windowless room,"planted flowers on a bright, clear day",seeds that have just been planted in the ground,C,if something is in the sunlight then that something will absorb solar energy,0.8299999833106995,1.3300000429153442,a8ecf6eaeb,train
10-631,A source of heat is used to make,ice cream,salad,lemonade,pastries,D,an oven is a source of heat,1.0,1.8300000429153442,7189327f06,train
10-632,Galileo Galilei made improvements to the telescope to make better observations of what?,plants,people,space games,space rocks,D,Galileo Galilei made improvements to the telescope to make better observations of celestial bodies,1.0,1.0,1e6dc77bb6,train
10-634,Shrews are hunted by,horses,butterflies,deer,raptors,D,some birds are predators,0.8600000143051147,1.7100000381469727,7c933a44d8,train
10-636,"Joe used a flame torch against the side of a bucket and the entire barrel heated up, but didn't burn. What material could the bucket have been made of?",walnut,aluminum,ice,ceramic,B,metal is a thermal conductor,1.0,1.0,3f32b550f3,train
10-637,"If a new predator begins eating prey, what will happen to the preys population?",heightening,lessening,abundance,growth,B,if a new predator begins eating prey then the population of that prey will decrease,1.0,2.0,1e6dc77bb6,train
10-639,A common household item that may be a ferrous metal is,pans,make up,books,towels,A,an electromagnet contains cylindrical ferrous metal,1.0,2.0,cee82219a0,train
10-640,Kiln fired clay ingots can insulate from,ionic discharge,falling meteors,snowmen,underground rivers,A,brick is an electrical insulator,1.0,1.399999976158142,dc78319bb0,train
10-642,What are made of nerve cells?,bones,sensory system,nervous breakdowns,food,B,nerves are made of nerve cells,1.0,1.600000023841858,1e6dc77bb6,train
10-643,The moon sees eclipses what from Earth?,the sun,opposite,through magic,the same,B,the moon orbits the Earth,0.800000011920929,1.1699999570846558,cee82219a0,train
10-644,"A mother is six feet tall and the father is almost seven feet tall. When their son reaches maturation, he will likely",measure similarly,be very short,be invisible,be under weight,A,height is an inherited characteristic,1.0,2.0,b356d338b7,train
10-645,"Humans have the ability to change how much they weigh, but we cannot change how tall we are because that is",expensive,impossible,hereditary,Too hard,C,height is an inherited characteristic,1.0,1.600000023841858,bdb4135787,train
10-647,Our only satellite is found with the other,nine planets,nebula,red giant stars,Andromeda galaxy,A,the solar system contains the moon,1.0,1.600000023841858,dc78319bb0,train
10-648,Cows know there is salt in a mineral lick because,they have receptors on their tongue that allow them to experience spice and seasonings,a cow in the ocean told them it was there,it's on their side of the pasture's fence,they evolved where there were great redwood trees,A,animals taste flavors,1.0,2.0,7c933a44d8,train
10-649,"Dogs are known to chew their food once or twice, but like all organisms they can",sense the flavor,hate it,choke,sell it,A,animals taste flavors,0.800000011920929,0.4000000059604645,bdb4135787,train
10-650,A person may use water from a treatment plant so that it is,free from wetness,free of chunks,free from governments,free from ice,B,treating water is used to remove harmful substances before drinking,0.800000011920929,0.800000011920929,b356d338b7,train
10-651,A river is moving along a path and a piece of paper falls in it. The paper,screams,flies,sinks,relocates,D,flowing liquid can push objects,1.0,1.2000000476837158,b356d338b7,train
10-652,Once the grounds frost over and the air grows chilled,beaches are opened,humans go naked,birds lay eggs,roses die,D,usually plants die or become dormant during the winter,1.0,1.600000023841858,b356d338b7,train
