link,question_number,flores_passage,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,dialect,ds
"https://en.wikinews.org/wiki/Karzai_declared_winner_of_Afghan_elections,_runoff_polls_cancelled",1,همچنین لودین گفت مقامات تصمیم گرفتند رقابت بیشتر را لغو کنند تا در هزینه‌ها و ریسک‌های امنیتی یک انتخابات دیگر برای افغان‌ها صرفه‌جویی کنند. دیپلمات‌ها گفتند که آنها در قانون اساسی افغانستان ابهام کافی پیدا کرده‌اند تا برگزاری دور دوم را غیر ضروری بدانند. این با گزارش‌های قبلی در تناقض است که گفته می‌شود لغو رقابت نهایی مخالف قانون اساسی بوده است.,مطابق با متن، کدام دلیل برای توضیح لغو رقابت نهایی استفاده نشده است؟,ریسک‌های امنیتی,تناقض با قانون اساسی,مخارج بالا,ابهام قانونی اساسی,2,pes_Arab,2023-06-07
"https://en.wikinews.org/wiki/Karzai_declared_winner_of_Afghan_elections,_runoff_polls_cancelled",2,همچنین لودین گفت مقامات تصمیم گرفتند رقابت بیشتر را لغو کنند تا در هزینه‌ها و ریسک‌های امنیتی یک انتخابات دیگر برای افغان‌ها صرفه‌جویی کنند. دیپلمات‌ها گفتند که آنها در قانون اساسی افغانستان ابهام کافی پیدا کرده‌اند تا برگزاری دور دوم را غیر ضروری بدانند. این با گزارش‌های قبلی در تناقض است که گفته می‌شود لغو رقابت نهایی مخالف قانون اساسی بوده است.,چرا دیپلمات‌ها رقابت نهایی را در نهایت غیرضروری دانستند؟,خلاف قانون اساسی پیش رفت ,ریسک‌های امنیتی وجود داشت,ابهامی در قانون اساسی وجود داشت,انتخابات خیلی پرهزینه بود,3,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Khyber_Pakhtunkhwa_Provincial_Assembly_votes_to_merge_with_Pakistani_Federally_Administered_Tribal_Areas,1,از زمان استقلال پاکستان از حاکمیت انگلیس در سال 1947، رئیس جمهور پاکستان «نمایندگان سیاسی» را برای اداره FATA منصوب کرد، که کنترل مستقل بر مناطق را انجام می‌دهد. این نهادها مسئولیت ارائه خدمات دولتی و قضایی را طبق ماده 247 قانون اساسی پاکستان به عهده دارند.,چه کسی خدمات قضایی برای FATA ارائه می‌دهد؟,دولت پاکستان,نهادهای سیاسی,رئیس جمهور پاکستان,دولت بریتانیا,2,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Khyber_Pakhtunkhwa_Provincial_Assembly_votes_to_merge_with_Pakistani_Federally_Administered_Tribal_Areas,2,از زمان استقلال پاکستان از حاکمیت انگلیس در سال 1947، رئیس جمهور پاکستان «نمایندگان سیاسی» را برای اداره FATA منصوب کرد، که کنترل مستقل بر مناطق را انجام می‌دهد. این نهادها مسئولیت ارائه خدمات دولتی و قضایی را طبق ماده 247 قانون اساسی پاکستان به عهده دارند.,کدام‌یک از عبارات زیر درباره «نهادهای سیاسی» FATA صحیح نیست؟,آنها خدمات قضایی ارائه می‌دهند,آنها توسط رئیس جمهور پاکستان انتخاب شدند,آنها پایبند قانون اساسی پاکستان هستند,آنها کنترل کامل بر مناطق خاص دارند,4,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/La_La_Land_receives_record-equalling_fourteen_Oscar_nominations;_Hacksaw_Ridge_gets_six,1,این فیلم با بازی رایان گاسلینگ و اما استون در تمام دسته‌بندی‌های اصلی کاندید شد. گوسلینگ و استون به ترتیب نامزد بهترین بازیگر مرد و بازیگر زن شدند. نامزدهای دیگر شامل بهترین تصویر، کارگردان، فیلمبرداری، طراحی صحنه و لباس، ویرایش فیلم، امتیاز اصلی، طراحی تولید، ویرایش صدا، ترکیب صدا و فیلمنامه اصلی است. دو ترانه از این فیلم با نام‌های «شنوایی» (احمق‌هایی که رویا می‌بینند) و «شهر ستارگان»، نامزد دریافت بهترین آهنگ اصلی شدند. نامزدههای استودیوی Lionsgate 26 بیشتر از هر استودیوی دیگری بود.,«اما استون» نامزد چه جوایزی شد؟,بهترین بازیگر زن حمایت‌کننده,بهترین کارگردان,بهترین بازیگر زن,بهترین ویرایش فیلم,3,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/La_La_Land_receives_record-equalling_fourteen_Oscar_nominations;_Hacksaw_Ridge_gets_six,2,این فیلم با بازی رایان گاسلینگ و اما استون در تمام دسته‌بندی‌های اصلی کاندید شد. گوسلینگ و استون به ترتیب نامزد بهترین بازیگر مرد و بازیگر زن شدند. نامزدهای دیگر شامل بهترین تصویر، کارگردان، فیلمبرداری، طراحی صحنه و لباس، ویرایش فیلم، امتیاز اصلی، طراحی تولید، ویرایش صدا، ترکیب صدا و فیلمنامه اصلی است. دو ترانه از این فیلم با نام‌های «شنوایی» (احمق‌هایی که رویا می‌بینند) و «شهر ستارگان»، نامزد دریافت بهترین آهنگ اصلی شدند. نامزدههای استودیوی Lionsgate 26 بیشتر از هر استودیوی دیگری بود.,فیلم نامزد چه جایزه‌ای نشد؟,بهترین تصویر,بهترین جلوه‌های بصری,بهترین ترکیب صدا,بهترین آهنگ اصلی,2,pes_Arab,2023-06-07
"https://en.wikinews.org/wiki/Large_earthquake_off_Japan,_tsunami_warning_issued",1,NHK همچنین گزارش داد که نیروگاه هسته ای کاشیوازاکی کاریوا در استان نیگاتا به طور عادی مشعول به کار بود. شركت برق هوکوریکو هیچ تاثیری از زلزله را گزارش نکرد اینکه راكتور شماره 1 و 2 آن در نيروگاه هسته اي شيكا را خاموش كرده است. طبق گزارشات حدود 9400 خانه در منطقه از آب محروم هستند و تقریباً 100 خانه برق ندارند. برخی از جاده‌ها آسیب دیده‌اند، سرویس راه‌آهن در مناطق آسیب دیده متوقف شده و فرودگاه نوتو در ایشیکاوا همچنان تعطیل است.,پس از زلزله کدام‌یک از موارد زیر قابل استفاده بود؟,تمام راکتورها در نیروگاه شیکا در هوکوریکو,فرودگاه در ایشیکاوا,تمام سرویس راه‌آهن,یک نیروگاه در نیگاتا,4,pes_Arab,2023-06-07
"https://en.wikinews.org/wiki/Large_earthquake_off_Japan,_tsunami_warning_issued",2,NHK همچنین گزارش داد که نیروگاه هسته ای کاشیوازاکی کاریوا در استان نیگاتا به طور عادی مشعول به کار بود. شركت برق هوکوریکو هیچ تاثیری از زلزله را گزارش نکرد اینکه راكتور شماره 1 و 2 آن در نيروگاه هسته اي شيكا را خاموش كرده است. طبق گزارشات حدود 9400 خانه در منطقه از آب محروم هستند و تقریباً 100 خانه برق ندارند. برخی از جاده‌ها آسیب دیده‌اند، سرویس راه‌آهن در مناطق آسیب دیده متوقف شده و فرودگاه نوتو در ایشیکاوا همچنان تعطیل است.,مطابق متن، به کدام‌یک از موارد زیر به‌دلیل زلزله خسارت وارد شد؟,بعضی از خانه‌ها,دو راکتور در نیروگاه شیکا,بعضی از جاده‌ها,فرودگاه نوتو,3,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Leak_suggests_John_Kerry_will_recognise_Israel_as_Jewish_state,1,این سند بر اساس این درز اطلاعاتی است و به اختلاف مرزی مربوط می‌شود، که در آن فلسطین خواستار مرزبندی طبق شرایط قبل از جنگ شش‌روزه 1967 است. مباحث گزارش شده دیگر شامل وضعیت آتی بیت المقدس است که برای هر دو ملت مقدس است و همچنین مسئله جردن ولی. اسرائیل پس از امضای توافق‌نامه خواستار حضور نظامی مداوم در دره برای ده سال است، درحالیكه پارلمان موافق است چنین حضوری تنها برای پنج سال باشد.,مطابق متن، کدام‌یک از مشکلات زیر در سند ذکر نشده است؟,آینده بیت‌المقدس,دلیل جنگ 1967,حضور نظامی در دره,اختلاف درباره مرزها,2,pes_Arab,2023-06-07
https://en.wikinews.org/wiki/Leak_suggests_John_Kerry_will_recognise_Israel_as_Jewish_state,2,این سند بر اساس این درز اطلاعاتی است و به اختلاف مرزی مربوط می‌شود، که در آن فلسطین خواستار مرزبندی طبق شرایط قبل از جنگ شش‌روزه 1967 است. مباحث گزارش شده دیگر شامل وضعیت آتی بیت المقدس است که برای هر دو ملت مقدس است و همچنین مسئله جردن ولی. اسرائیل پس از امضای توافق‌نامه خواستار حضور نظامی مداوم در دره برای ده سال است، درحالیكه پارلمان موافق است چنین حضوری تنها برای پنج سال باشد.,کدام‌یک از موارد زیر یکی از خواسته‌های فلسطین نیست؟,مرزها براساس شرایط پیش از جنگ,ادامه حضور نظامی در دره اُردن,پاسخ‌ها درخصوص آینده Jerusalem,حضور نظامی پنج ساله در «جردن ولی»,2,pes_Arab,2023-06-07
